Z    N    Binding_E_(MeV)   S_1p_(MeV)   S_2p_(MeV)   S_1n_(MeV)   S_2n_(MeV)   Q_alpha_(MeV)
102  160  -1935.335         13.7465      10.953       9.5855       11.671       6.465        
102  161  -1939.3655        14.6185      11.517       4.0305       13.616       3.7005       
102  162  -1946.686         15.2805      11.661       7.3205       11.351       5.996        
102  163  -1949.278         15.35125     11.6375      2.592        9.9125       6.8705       
102  164  -1956.09          15.652       12.074       6.812        9.404        7.235        
102  165  -1956.1815        16.53075     12.1265      0.0915       6.9035       9.759        
102  166  -1965.553         17.5895      12.539       9.3715       9.463        6.763        
102  167  -1964.995         18.7545      12.949       -0.558       8.8135       7.36         
102  168  -1974.967         19.7595      13.039       9.972        9.414        6.347        
102  169  -1974.375         19.74575     13.9065      -0.592       9.38         5.971        
102  170  -1984.403         19.032       13.374       10.028       9.436        5.825        
102  171  -1985.348         19.00325     14.0065      0.945        10.973       3.4205       
102  172  -1994.233         18.4395      13.569       8.885        9.83         5.096        
102  173  -1995.125         18.878       13.691       0.892        9.777        4.5165       
102  174  -2003.457         19.4765      14.133       8.332        9.224        5.507        
102  175  -2003.729         20.18475     14.3095      0.272        8.604        6.005        
102  176  -2012.391         20.988       14.676       8.662        8.934        5.233        
102  177  -2014.808         21.49275     14.9905      2.417        11.079       2.9115       
102  178  -2020.995         21.9575      15.225       6.187        8.604        5.02         
102  179  -2024.4135        23.5995      17.389       3.4185       9.6055       3.704        
102  180  -2028.582         23.4415      15.953       4.1685       7.587        5.488        
102  181  -2030.387         26.1325      17.73        1.805        5.9735       4.9375       
102  182  -2035.912         27.0785      16.017       5.525        7.33         5.017        
102  183  -2038.0845        27.296       16.232       2.1725       7.6975       2.8725       
102  184  -2043.257         27.5385      16.497       5.1725       7.345        4.938        
102  185  -2042.862         27.66675     16.7885      -0.395       4.7775       7.2905       
102  186  -2048.037         27.845       17.18        5.175        4.78         7.023        
102  187  -2044.016         27.4705      17.596       -4.021       1.154        10.3575      
102  188  -2052.865         27.081       17.982       8.849        4.828        6.292        
102  189  -2047.9125        25.037       18.144       -4.9525      3.8965       6.8075       
102  190  -2058.21          23.253       18.826       10.2975      5.345        4.973        
102  191  -2050.7485        19.74525     17.4805      -7.4615      2.836        7.32         
102  192  -2064.207         18.0375      19.735       13.4585      5.997        3.477        
102  193  -2054.621         16.62075     18.1565      -9.586       3.8725       6.947        
102  194  -2070.235         17.189       20.548       15.614       6.028        2.537        
102  195  -2061.2155        16.77775     19.7355      -9.0195      6.5945       3.549        
102  196  -2075.976         17.4865      21.163       14.7605      5.741        2.011        
102  197  -2067.49          17.0225      20.08        -8.486       6.2745       2.29         
102  198  -2081.444         17.9235      21.727       13.954       5.468        1.669        
102  199  -2073.528         17.5365      20.633       -7.916       6.038        2.182        
102  200  -2086.682         18.5745      22.389       13.154       5.238        1.335        
102  201  -2079.4115        18.35025     21.5155      -7.2705      5.8835       1.7835       
102  202  -2091.611         19.316       23.022       12.1995      4.929        0.982        
102  203  -2085.2235        19.26775     22.4305      -6.3875      5.812        0.9725       
102  204  -2096.266         20.1245      23.649       11.0425      4.655        0.623        
102  205  -2091.086         20.22375     23.3325      -5.18        5.8625       0.007        
102  206  -2100.626         20.948       24.266       9.54         4.36         0.291        
102  207  -2096.7905        21.0195      24.024       -3.8355      5.7045       -0.737       
102  208  -2104.585         21.636       24.872       7.7945       3.959        0.075        
102  209  -2100.553         21.7845      24.919       -4.032       3.7625       0.5135       
102  210  -2108.011         22.223       25.546       7.458        3.426        0.002        
102  211  -2102.857         22.5835      26.062       -5.154       2.304        1.077        
102  212  -2111.173         22.754       26.198       8.316        3.162        -0.408       
102  213  -2105.647         23.11225     26.7995      -5.526       2.79         -0.552       
102  214  -2114.131         23.1755      26.811       8.484        2.958        -0.856       
102  215  -2108.9145        23.42925     27.2335      -5.2165      3.2675       -1.767       
102  216  -2116.888         23.563       27.416       7.9735       2.757        -1.268       
102  217  -2112.6635        23.83575     27.7415      -4.2245      3.749        -2.6825      
102  218  -2119.399         24.1035      28.057       6.7355       2.511        -1.627       
102  219  -2116.696         24.8755      29.171       -2.703       4.0325       -3.474       
102  220  -2121.513         24.8825      28.755       4.817        2.114        -1.871       
102  221  -2117.8655        25.9085      30.167       -3.6475      1.1695       -2.0405      
102  222  -2122.888         25.7645      29.239       5.0225       1.375        -1.83        
102  223  -2116.765         26.61325     30.1815      -6.123       -1.1005      -0.7665      
102  224  -2124.022         26.742       29.684       7.257        1.134        -2.073       
102  225  -2116.681         27.55225     30.4695      -7.341       -0.084       -1.7975      
102  226  -2125.03          27.8025      30.135       8.349        1.008        -2.392       
102  227  -2117.5015        28.64275     30.8555      -7.5285      0.8205       -2.99        
102  228  -2125.953         28.988       30.586       8.4515       0.923        -2.758       
102  229  -2119.5885        29.88025     31.3205      -6.3645      2.087        -4.6425      
102  230  -2126.794         30.2575      31.025       7.2055       0.841        -3.127       
102  231  -2123.8995        31.339       32.223       -2.8945      4.311        -7.3315      
102  232  -2127.445         31.4405      31.461       3.5455       0.651        -3.376       
102  233  -2123.206         *            *            -4.239       -0.6935      -3.2295      
102  234  -2127.087         *            *            3.881        -0.358       -2.803       
